Program ID,Broad Field,Field,Institution Name,Program Name,Total Faculty (2006),Number of Allocated Faculty (2006),Assistant Professors as a Percent of Total Faculty (2006),Tenured Faculty as a Percent of Total Faculty (2006),Number of Core and New Faculty (2006),Number of Students Enrolled (Fall 2005),Average Annual First Year Enrollment (2002-2006),Percent of Students with Research Assistantships (Fall 2005),Percent of Students with Teaching Assistantships (Fall 2005),Percent of First Year Students with Institutional Fellowships Alone,Percent  of First Year Students with a Combination of Fellowships and Traineeships,Percent of First Year Students with Both Internal Fellowships and Internal Assistantships,Percent of First Year Students with Multiple Internal Assistantships
20046882,Social and Behavioral Sciences,Economics,Michigan State University,Economics,83,51.42,19%,78%,43,90,23.6,3.3%,25.6%,2.9%,0%,23.5%,0%
20064288,Social and Behavioral Sciences,Economics,New York University,Economics,59,49.42,24%,78%,43,104,19.8,16.3%,39.4%,88.9%,11.1%,0%,0%
20041395,Social and Behavioral Sciences,Economics,North Carolina State University,Economics,39,37.53,13%,85%,37,88,24,24.7%,54.5%,0%,0%,0%,0%
20040338,Social and Behavioral Sciences,Economics,Northern Illinois University,Economics,14,13.25,7%,86%,13,29,6.4,30%,55%,0%,0%,0%,0%
20068860,Social and Behavioral Sciences,Economics,Northwestern University,Economics,76,59.03,20%,79%,47,113,24,0%,28.3%,56%,20%,0%,0%
20028923,Social and Behavioral Sciences,Economics,Ohio State University Main Campus,Economics,43,36.83,14%,81%,38,102,26.75,10.2%,52%,69.2%,0%,0%,0%
20041942,Social and Behavioral Sciences,Economics,Oklahoma State University Main Campus,Economics,16,15.4,0%,88%,16,21,5.6,8.7%,17.4%,5.6%,0%,5.6%,27.8%
20018917,Social and Behavioral Sciences,Economics,Oregon State University,Economics,16,11.82,19%,63%,14,18,4.6,0%,23.5%,0%,0%,0%,60%
20031347,Social and Behavioral Sciences,Economics,Penn State University,Economics,29,23.28,7%,83%,24,65,18,6.6%,54.1%,5.6%,0%,5.6%,0%
20032485,Social and Behavioral Sciences,Economics,Princeton University,Economics,47,42.14,4%,77%,46,97,25,0%,0%,79.2%,8.3%,0%,0%
20055815,Social and Behavioral Sciences,Economics,Purdue University Main Campus,Economics,30,24.42,20%,70%,25,39,8.8,63.9%,25%,0%,10%,0%,0%
20044868,Social and Behavioral Sciences,Economics,Rensselaer Polytechnic Institute,Ecological Economics,19,7.97,0%,89%,6,11,2.6,0%,63.6%,0%,0%,0%,0%
20041094,Social and Behavioral Sciences,Economics,Rice University,Economics,16,15.9,0%,88%,16,44,9,2.3%,25%,90.9%,0%,0%,0%
20012502,Social and Behavioral Sciences,Economics,Rutgers The State University of New Jersey New Brunswick Campus,Economics,25,25,16%,76%,25,61,13,5.5%,40%,35.7%,,,
20043267,Social and Behavioral Sciences,Economics,Southern Methodist University,Economics,17,17,29%,71%,17,31,8.6,3.2%,54.8%,0%,0%,0%,0%
20040448,Social and Behavioral Sciences,Economics,Southern Illinois University Carbondale,Economics,13,12.5,23%,62%,12,32,4.6,0%,60%,0%,0%,0%,0%
20052559,Social and Behavioral Sciences,Economics,Stanford University,Economics,73,52.43,27%,55%,38,129,23.8,6.3%,7.8%,78.3%,4.3%,0%,0%
20063085,Social and Behavioral Sciences,Economics,Stanford University,Economic Analysis and Policy,22,14.3,14%,68%,14,16,3,0%,0%,100%,0%,0%,0%
20033594,Social and Behavioral Sciences,Economics,State University of New York At Albany,Economics,22,20.59,23%,68%,20,52,13.6,0%,44.2%,0%,0%,0%,0%
20037451,Social and Behavioral Sciences,Economics,State University of New York At Binghamton,Economics,19,16.39,11%,84%,14,63,18.4,16.7%,33.3%,0%,0%,0%,0%
20038515,Social and Behavioral Sciences,Economics,State University of New York At Buffalo,Economics,19,19,,,19,57,11.4,11.3%,15.1%,0%,0%,30.8%,0%
20038146,Social and Behavioral Sciences,Economics,State University of New York At Stony Brook,Economics,13,12.5,38%,54%,12,43,9.6,4.7%,74.4%,0%,0%,0%,0%
20022534,Social and Behavioral Sciences,Economics,Syracuse University Main Campus,Economics,17,15.76,0%,76%,16,45,9.8,15%,57.5%,33.3%,0%,0%,0%
20042242,Social and Behavioral Sciences,Economics,Temple University,Economics,22,21,0%,100%,20,27,3.2,0%,66.7%,0%,0%,0%,0%
20021962,Social and Behavioral Sciences,Economics,Texas A & M University,Economics,29,28.5,,,29,104,23.2,43.7%,16.9%,3.7%,0%,3.7%,0%
20033950,Social and Behavioral Sciences,Economics,University of Arizona,Economics,23,20.52,22%,,20,46,11.8,18.2%,38.6%,,,,
20060842,Social and Behavioral Sciences,Economics,University of California-Berkeley,Economics,60,50.85,20%,80%,46,170,29.6,8.2%,24.1%,44.4%,0%,0%,0%
20067120,Social and Behavioral Sciences,Economics,University of California-Davis,Economics,34,28.59,15%,79%,27,91,24,12.9%,45.9%,0%,0%,0%,0%
20049151,Social and Behavioral Sciences,Economics,University of California-Irvine,Economics,39,28.43,41%,62%,29,74,21,0%,0%,0%,0%,75%,0%
20053257,Social and Behavioral Sciences,Economics,University of California-Los Angeles,Economics,59,50.26,29%,69%,48,118,25.2,3.4%,0.9%,14.3%,4.8%,14.3%,0%
20048783,Social and Behavioral Sciences,Economics,University of California-Riverside,Economics,28,25.95,21%,79%,24,48,11.6,2.1%,12.5%,35.3%,0%,11.8%,0%
20065614,Social and Behavioral Sciences,Economics,University of California-San Diego,Economics,55,45.84,24%,73%,44,105,22.8,1%,43.1%,6.1%,0%,9.1%,0%
20070230,Social and Behavioral Sciences,Economics,University of California-Santa Barbara,Economics,39,31.33,18%,77%,29,57,12.4,0%,10.5%,15.4%,23.1%,7.7%,0%
20014348,Social and Behavioral Sciences,Economics,University of Chicago,Economics,70,46.93,9%,86%,31,182,32.8,0%,0%,30.3%,9.1%,0%,0%
20063959,Social and Behavioral Sciences,Economics,University of Colorado At Boulder,Economics,30,30,30%,63%,30,83,19,3.8%,30.8%,0%,0%,57.1%,0%
20023708,Social and Behavioral Sciences,Economics,University of California-Santa Cruz,International Economics,22,21.89,36%,64%,22,40,10,0%,27.5%,12.5%,0%,75%,0%
20024011,Social and Behavioral Sciences,Economics,University of Connecticut,Economics PhD,34,25.21,6%,85%,26,54,11.33,0%,0%,0%,0%,0%,0%
20068653,Social and Behavioral Sciences,Economics,University of Connecticut,Business Administration PhD Finance,21,13.52,10%,81%,12,14,2.67,0%,0%,0%,0%,0%,100%
20012175,Social and Behavioral Sciences,Economics,University of Delaware,Economics,24,23.8,13%,88%,24,41,10.8,5.7%,9.1%,3.3%,0%,,13.3%
20013035,Social and Behavioral Sciences,Economics,University of Florida,Economics,18,17,0%,83%,16,37,10.67,13.5%,18.9%,0%,0%,0%,69.2%
20060499,Social and Behavioral Sciences,Economics,University of Georgia,Housing & Consumer Economics,28,18.14,29%,68%,16,9,2.2,60%,40%,0%,0%,0%,0%
20019673,Social and Behavioral Sciences,Economics,University of Georgia,Economics,16,15.38,19%,81%,15,23,5.2,40%,0%,0%,0%,0%,0%
20014746,Social and Behavioral Sciences,Economics,University of Hawaii At Manoa,Economics,26,25,19%,58%,24,48,10.4,23.8%,21.4%,0%,0%,0%,0%
20042514,Social and Behavioral Sciences,Economics,University of Houston,Economics,22,22,18%,82%,22,51,15,0%,31.6%,0%,0%,0%,0%
20042844,Social and Behavioral Sciences,Economics,University of Illinois At Chicago,Economics,21,19.08,5%,90%,20,66,13.6,16.1%,55.4%,0%,0%,0%,0%
20038955,Social and Behavioral Sciences,Economics,University of Illinois At Urbana-Champaign,Economics,51,35.04,20%,76%,32,83,15.6,11.1%,61.7%,6.7%,0%,13.3%,0%
20039064,Social and Behavioral Sciences,Economics,University of Illinois At Urbana-Champaign,Human Resources and Industrial Relations,23,12.15,30%,70%,14,15,1.6,53.3%,13.3%,0%,0%,100%,0%
20020455,Social and Behavioral Sciences,Economics,University of Iowa,Economics,36,22.83,28%,72%,20,40,11.2,2.5%,52.5%,10%,0%,0%,10%
20051136,Social and Behavioral Sciences,Economics,University of Kansas,Economics,33,22,15%,85%,18,38,8,3.4%,79.3%,0%,0%,0%,0%
20028169,Social and Behavioral Sciences,Economics,University of Kentucky,Economics,34,22.26,12%,85%,18,37,12.2,2.9%,50%,0%,0%,0%,0%
20050166,Social and Behavioral Sciences,Economics,University of Maryland College Park,Economics,52,40.53,17%,73%,38,152,29.4,16.7%,42.7%,47.4%,0%,5.3%,0%
20047917,Social and Behavioral Sciences,Economics,University of Massachusetts Amherst,Economics,47,25.26,13%,77%,20,89,12.6,3.8%,43.8%,18.2%,0%,9.1%,0%
20035372,Social and Behavioral Sciences,Economics,University of Michigan-Ann Arbor,Economics,88,59.36,23%,73%,53,107,24.6,4.7%,55.1%,73.7%,,,
20039828,Social and Behavioral Sciences,Economics,University of Minnesota-Twin Cities,Economics,30,25.61,13%,67%,25,132,23.8,6.1%,48.5%,11.1%,0%,83.3%,0%
20062358,Social and Behavioral Sciences,Economics,University of Mississippi,Economics,12,12,0%,67%,12,17,4.8,0%,69%,,,11.8%,
20025311,Social and Behavioral Sciences,Economics,University of Missouri - Columbia,Economics,17,17,18%,59%,17,50,14.4,6%,48%,0%,0%,0%,0%
20026132,Social and Behavioral Sciences,Economics,University of Missouri - Kansas City,Economics,13,10.5,8%,62%,8,41,7.8,,,,,,
20050603,Social and Behavioral Sciences,Economics,University of New Hampshire,Economics,17,12.92,12%,88%,11,12,2.8,25%,50%,*,*,*,*
20017277,Social and Behavioral Sciences,Economics,University of Nebraska - Lincoln,Economics,23,17.31,0%,87%,16,21,6,28.6%,35.7%,0%,0%,0%,0%
20015279,Social and Behavioral Sciences,Economics,University of New Mexico Main Campus,Economics,14,14,7%,79%,14,9,9.8,20%,48%,0%,11.1%,0%,0%
20045223,Social and Behavioral Sciences,Economics,University of North Carolina At Chapel Hill,Economics,35,27.35,20%,69%,25,89,18.2,13.5%,58.4%,6.7%,0%,0%,0%
20051657,Social and Behavioral Sciences,Economics,University of Oklahoma Norman Campus,Economics,14,13,36%,64%,12,24,7.4,61.9%,38.1%,0%,0%,0%,0%
20043872,Social and Behavioral Sciences,Economics,University of Oregon,Economics,22,22,18%,73%,22,34,11.2,5.9%,73.5%,0%,0%,0%,0%
20036892,Social and Behavioral Sciences,Economics,University of Pennsylvania,Economics,46,39.9,28%,65%,39,113,22,3.5%,40.7%,27.6%,0%,0%,0%
20049643,Social and Behavioral Sciences,Economics,University of Pittsburgh Pittsburgh Campus,Economics,34,28.97,24%,71%,24,55,10.2,3.9%,51%,100%,0%,0%,0%
20069212,Social and Behavioral Sciences,Economics,University of Rochester,Economics,16,14.95,44%,56%,16,72,17.2,0%,0%,26.7%,20%,0%,0%
20067777,Social and Behavioral Sciences,Economics,University of South Carolina Columbia,Economics,11,10.92,36%,64%,11,9,4,0%,0%,0%,0%,0%,100%
20068116,Social and Behavioral Sciences,Economics,University of Southern California,Economics,38,29.8,18%,76%,27,62,14,3.2%,33.9%,75%,0%,0%,0%
20068323,Social and Behavioral Sciences,Economics,University of Southern California,Pharmaceutical Economics & Policy,8,6.54,25%,50%,6,11,3,18.2%,36.4%,*,*,*,*
20045760,Social and Behavioral Sciences,Economics,University of Tennessee,Economics,25,17.52,16%,80%,14,31,8.8,11.5%,23.1%,0%,0%,55.6%,0%
20061498,Social and Behavioral Sciences,Economics,University of Texas At Austin,Economics,39,35.76,31%,69%,34,133,30.6,9.3%,60.7%,8.6%,0%,22.9%,0%
20047535,Social and Behavioral Sciences,Economics,University of Utah,Economics,21,20,10%,86%,19,75,14,,,*,*,*,*
20023229,Social and Behavioral Sciences,Economics,University of Virginia,Economics,25,24.5,44%,52%,24,130,33.6,0%,12.1%,0%,0%,29.4%,0%
20059604,Social and Behavioral Sciences,Economics,University of Washington,Economics,58,37.96,12%,66%,32,94,20.2,7.1%,54.8%,0%,0%,0%,0%
20030542,Social and Behavioral Sciences,Economics,University of Wisconsin-Madison,Economics,28,27.3,36%,,27,128,35.2,23.7%,41.5%,10%,0%,0%,0%
20026611,Social and Behavioral Sciences,Economics,University of Wisconsin-Milwaukee,Economics,22,22,32%,68%,22,46,7.4,0%,71.4%,0%,0%,0%,0%
20024668,Social and Behavioral Sciences,Economics,University of Wyoming,Economics,16,16,0%,63%,16,30,8,30%,70%,,0%,,
20062633,Social and Behavioral Sciences,Economics,Utah State University,Economics,21,17,10%,81%,13,13,4,0%,48%,,57.1%,,
20051945,Social and Behavioral Sciences,Economics,Vanderbilt University,Economics,40,33.1,13%,83%,29,45,11.6,8.9%,55.6%,100%,0%,0%,0%
20058621,Social and Behavioral Sciences,Economics,Washington State University,School of Economic Sciences,36,33.75,19%,72%,33,49,16.6,51.1%,25.5%,0%,0%,0%,0%
20069801,Social and Behavioral Sciences,Economics,Washington University In St. Louis,Economics,23,21.77,4%,91%,22,50,11.6,2%,49%,81.8%,9.1%,,
20021551,Social and Behavioral Sciences,Economics,Wayne State University,Economics,10,10,30%,70%,10,40,7.6,5.1%,53.8%,20%,0%,0%,0%
20044033,Social and Behavioral Sciences,Economics,Western Michigan University,Applied Economics,18,15.91,17%,94%,15,25,6.8,0%,81.8%,0%,0%,0%,0%
20063438,Social and Behavioral Sciences,Economics,Yale University,Economics,43,40.43,16%,74%,41,103,20,0%,0%,90.9%,4.5%,4.5%,0%
20034959,Social and Behavioral Sciences,Geography,Arizona State University,Geography,29,20.34,,,19,45,9.6,18.5%,25.9%,0%,0%,18.2%,0%
20059170,Social and Behavioral Sciences,Geography,Boston University,Geography,22,17.97,9%,77%,17,26,5.2,41.7%,25%,0%,20%,0%,0%
20066820,Social and Behavioral Sciences,Geography,Clark University,Geography,19,18.15,21%,84%,18,62,10,0%,0%,0%,42.9%,57.1%,0%
20027283,Social and Behavioral Sciences,Geography,Florida State University,Geography,13,13,23%,77%,13,29,6.2,16.7%,72.2%,0%,0%,0%,0%
20046361,Social and Behavioral Sciences,Geography,Indiana University At Bloomington,Geography,26,13.8,15%,85%,14,21,3.75,4.8%,42.9%,0%,0%,0%,0%
20028619,Social and Behavioral Sciences,Geography,Kansas State University,Geography,13,13,8%,85%,13,16,4,12.5%,68.8%,,,,
20040781,Social and Behavioral Sciences,Geography,Kent State University Main Campus,Geography,12,10.75,25%,75%,10,20,4.4,0%,86.4%,0%,0%,0%,0%
20058126,Social and Behavioral Sciences,Geography,Louisiana State University And Agricultural And Mechanical College,Geography,41,27.91,12%,83%,26,48,9.4,44.1%,29.4%,0%,0%,0%,0%
20046976,Social and Behavioral Sciences,Geography,Michigan State University,Geography,30,24.89,27%,63%,27,26,5.6,38.5%,7.7%,33.3%,0%,0%,16.7%
20029032,Social and Behavioral Sciences,Geography,Ohio State University Main Campus,Geography,24,19.65,46%,46%,24,54,11,20.4%,55.1%,25%,0%,0%,0%
20042006,Social and Behavioral Sciences,Geography,Oklahoma State University Main Campus,Geography,14,11.42,0%,71%,12,17,3.8,23.5%,64.7%,0%,0%,0%,0%
20018920,Social and Behavioral Sciences,Geography,Oregon State University,Geography,38,18.35,8%,45%,21,14,3.8,9.1%,27.3%,0%,0%,0%,0%
20031444,Social and Behavioral Sciences,Geography,Penn State University,Geography,68,26.26,6%,90%,26,46,9.8,28.9%,28.9%,20%,0%,0%,0%
20012573,Social and Behavioral Sciences,Geography,Rutgers The State University of New Jersey New Brunswick Campus,Geography,25,17.91,24%,76%,25,45,6.4,3%,36.4%,20%,0%,0%,0%
20063247,Social and Behavioral Sciences,Geography,San Diego State University-University of California Santa Barbara,Geography,18,17.5,22%,78%,18,26,4.6,56%,24%,0%,25%,0%,0%
20040477,Social and Behavioral Sciences,Geography,Southern Illinois University Carbondale,Environmental Resources & Policy,35,23.01,14%,71%,16,31,6.8,13.8%,17.2%,,,,
20038557,Social and Behavioral Sciences,Geography,State University of New York At Buffalo,Geography,24,20.2,,,19,65,12.6,22%,22%,0%,0%,16.7%,0%
20022563,Social and Behavioral Sciences,Geography,Syracuse University Main Campus,Geography,24,16.16,21%,79%,15,26,5.6,0%,22.7%,20%,0%,0%,0%
20022107,Social and Behavioral Sciences,Geography,Texas A & M University,Geography,23,19.33,,,21,29,7.4,36%,48%,11.1%,0%,0%,0%
20034027,Social and Behavioral Sciences,Geography,University of Arizona,Geography,39,18.2,10%,,17,42,8.6,32.5%,47.5%,0%,0%,0%,0%
20060936,Social and Behavioral Sciences,Geography,University of California-Berkeley,Geography,27,16.52,19%,81%,15,50,7.8,0%,0%,0%,0%,90.9%,0%
20067201,Social and Behavioral Sciences,Geography,University of California-Davis,Geography,47,22.71,2%,77%,38,39,10.4,14.3%,2.9%,0%,0%,30%,0%
20053338,Social and Behavioral Sciences,Geography,University of California-Los Angeles,Geography,25,18.8,12%,88%,22,43,10.8,2.3%,9.1%,22.2%,22.2%,44.4%,0%
20070269,Social and Behavioral Sciences,Geography,University of California-Santa Barbara,Geography,28,23.57,14%,86%,28,55,10.2,20%,0%,0%,25%,50%,0%
20032113,Social and Behavioral Sciences,Geography,University of Cincinnati Main Campus,Geography,10,9.5,10%,80%,10,15,3.6,27.3%,54.5%,0%,0%,0%,0%
20063991,Social and Behavioral Sciences,Geography,University of Colorado At Boulder,Geography,27,25.01,22%,63%,24,36,10.4,14.7%,32.4%,0%,0%,25%,12.5%
20024079,Social and Behavioral Sciences,Geography,University of Connecticut,Geography PhD,13,8.56,15%,77%,8,12,1.67,0%,0%,0%,0%,0%,0%
20013158,Social and Behavioral Sciences,Geography,University of Florida,Geography,16,12.72,6%,75%,13,24,4.8,16.7%,37.5%,0%,0%,0%,0%
20014775,Social and Behavioral Sciences,Geography,University of Hawaii At Manoa,Geography,17,14.72,6%,76%,15,27,3.6,15.4%,30.8%,0%,0%,0%,0%
20019754,Social and Behavioral Sciences,Geography,University of Georgia,Geography,23,19.97,22%,61%,22,33,7.2,3.2%,6%,0%,0%,0%,0%
20071404,Social and Behavioral Sciences,Geography,University of Idaho,Geography,15,10.11,27%,60%,7,9,2.2,25%,75%,0%,0%,0%,0%
20039022,Social and Behavioral Sciences,Geography,University of Illinois At Urbana-Champaign,Geography,38,14.62,11%,82%,14,21,2.8,19%,38.1%,50%,50%,0%,0%
20020468,Social and Behavioral Sciences,Geography,University of Iowa,Geography,11,10.48,18%,55%,10,34,5,23.1%,50%,0%,0%,0%,0%
20051165,Social and Behavioral Sciences,Geography,University of Kansas,Geography,22,19.89,23%,68%,19,33,5.8,35%,45%,0%,0%,0%,0%
20028211,Social and Behavioral Sciences,Geography,University of Kentucky,Geography,42,20.9,14%,69%,20,35,7.8,6.3%,43.8%,20%,0%,0%,0%
20039925,Social and Behavioral Sciences,Geography,University of Minnesota-Twin Cities,Geography,32,27.4,19%,78%,29,68,9.4,11.1%,46.7%,42.9%,0%,0%,0%
20017280,Social and Behavioral Sciences,Geography,University of Nebraska - Lincoln,Geography,46,26.93,0%,85%,24,24,5.6,18.2%,54.5%,0%,0%,50%,0%
20050221,Social and Behavioral Sciences,Geography,University of Maryland College Park,Geography,41,28.86,34%,41%,21,53,11.6,31%,16.7%,0%,20%,0%,0%
20045278,Social and Behavioral Sciences,Geography,University of North Carolina At Chapel Hill,Geography,25,18.29,12%,76%,20,53,11.2,19.2%,30.8%,25%,0%,0%,0%
20051686,Social and Behavioral Sciences,Geography,University of Oklahoma Norman Campus,Geography,41,18.35,15%,71%,12,28,5,0%,7.1%,,50%,,
20043898,Social and Behavioral Sciences,Geography,University of Oregon,Geography,10,7,30%,70%,10,25,3.6,20%,28%,0%,0%,0%,0%
20067803,Social and Behavioral Sciences,Geography,University of South Carolina Columbia,Geography,16,15.87,31%,69%,16,34,7.2,18.5%,70.4%,0%,0%,0%,0%
20068161,Social and Behavioral Sciences,Geography,University of Southern California,Geography,11,8.9,18%,91%,11,24,3.8,20.8%,20.8%,100%,0%,0%,0%
20045838,Social and Behavioral Sciences,Geography,University of Tennessee,Geography,37,18.1,11%,78%,16,27,4.6,4.8%,57.1%,0%,0%,0%,0%
20061540,Social and Behavioral Sciences,Geography,University of Texas At Austin,Geography,39,20.52,28%,72%,22,35,3,3.8%,23.1%,0%,0%,0%,0%
20059675,Social and Behavioral Sciences,Geography,University of Washington,Geography,62,23.84,11%,84%,18,60,12.2,17.9%,41.1%,7.1%,14.3%,0%,0%
20047577,Social and Behavioral Sciences,Geography,University of Utah,Geography,12,11.93,42%,58%,12,22,2.6,25%,20%,0%,0%,0%,0%
20026640,Social and Behavioral Sciences,Geography,University of Wisconsin-Milwaukee,Geography,14,12.5,29%,64%,13,23,4.2,15%,65%,0%,0%,0%,0%
20030649,Social and Behavioral Sciences,Geography,University of Wisconsin-Madison,Geography,16,13.24,19%,,14,58,10.2,20.4%,34.7%,20%,0%,0%,0%
20059002,Social and Behavioral Sciences,Linguistics,Boston University,Applied Linguistics,10,7.75,30%,70%,6,40,2.8,0%,4%,33.3%,0%,0%,0%
20071284,Social and Behavioral Sciences,Linguistics,Carnegie Mellon University,Modern Languages,8,5.68,25%,75%,6,8,2,0%,0%,0%,0%,0%,100%
