Program ID,Broad Field,Field,Institution Name,Program Name,R Rankings:  5th Percentile,R Rankings:  95th Percentile,S Rankings:  5th Percentile,S Rankings:  95th Percentile,Research Activity:  5th Percentile,Research Activity: 95th Percentile,"Student Support
& Outcomes:  5th Percentile","Student Support & Outcomes:  95th
Percentile",Diversity: 5th Percentile,Diversity:  95th Percentile
20018027,Physical and Mathematical Sciences,Mathematics,Claremont Graduate University,Mathematics,92,120,99,119,76,109,127,127,106,117
20016906,Physical and Mathematical Sciences,Mathematics,Clemson University,Mathematical Sciences,60,88,67,95,78,110,13,73,61,89
20056380,Physical and Mathematical Sciences,Mathematics,Colorado State University,Mathematics,98,122,115,126,99,120,104,123,40,75
20057729,Physical and Mathematical Sciences,Mathematics,Columbia University In The City of New York,Mathematics,9,29,6,17,6,25,15,78,27,60
20015910,Physical and Mathematical Sciences,Mathematics,Cornell University,Mathematics,10,32,12,36,16,46,4,47,87,109
20048275,Physical and Mathematical Sciences,Mathematics,Dartmouth College,Mathematics,78,105,68,95,79,108,12,76,90,108
20030021,Physical and Mathematical Sciences,Mathematics,Duke University,Mathematics,16,48,11,31,15,47,5,49,107,118
20062044,Physical and Mathematical Sciences,Mathematics,Emory University,Mathematics,70,106,53,84,55,81,8,78,20,51
20027319,Physical and Mathematical Sciences,Mathematics,Florida State University,Mathematics,55,87,40,75,33,71,42,104,23,58
20019440,Physical and Mathematical Sciences,Mathematics,George Washington University,Mathematics,101,123,98,117,97,118,54,114,15,38
20062989,Physical and Mathematical Sciences,Mathematics,Georgia Institute of Technology,Math,27,55,20,48,16,50,30,89,50,91
20066176,Physical and Mathematical Sciences,Mathematics,Harvard University,Mathematics,3,8,3,7,4,15,1,8,25,68
20026035,Physical and Mathematical Sciences,Mathematics,Howard University,Mathematics,101,127,73,101,98,122,98,122,4,10
20048385,Physical and Mathematical Sciences,Mathematics,Indiana University Purdue University Indianapolis,Mathematics,86,116,88,112,80,108,37,108,113,121
20046497,Physical and Mathematical Sciences,Mathematics,Indiana University At Bloomington,Mathematics,12,37,11,29,16,47,8,69,41,81
20016566,Physical and Mathematical Sciences,Mathematics,Iowa State University,Mathematics,61,93,64,95,78,110,3,48,36,70
20056830,Physical and Mathematical Sciences,Mathematics,Johns Hopkins University,Mathematics,43,71,53,80,52,78,31,95,65,96
20028648,Physical and Mathematical Sciences,Mathematics,Kansas State University,Mathematics,57,92,84,110,99,119,3,86,23,67
20040833,Physical and Mathematical Sciences,Mathematics,Kent State University Main Campus,Pure Mathematics,47,79,65,95,71,104,25,81,48,81
20039527,Physical and Mathematical Sciences,Mathematics,Lehigh University,Mathematics,93,119,115,126,122,126,79,111,80,103
20058184,Physical and Mathematical Sciences,Mathematics,Louisiana State University And Agricultural And Mechanical College,Mathematics,44,80,60,92,61,95,48,101,25,60
20033374,Physical and Mathematical Sciences,Mathematics,Massachusetts Institute of Technology,Mathematics,5,12,5,11,6,20,5,49,39,77
20047072,Physical and Mathematical Sciences,Mathematics,Michigan State University,Mathematics,10,36,20,45,20,52,58,108,9,28
20022385,Physical and Mathematical Sciences,Mathematics,Michigan Technological University,Mathematical Sciences,58,97,48,78,68,100,39,111,1,8
20024529,Physical and Mathematical Sciences,Mathematics,Mississippi State University,Mathematical Sciences,72,115,68,105,81,106,6,87,1,6
20060185,Physical and Mathematical Sciences,Mathematics,Montana State University - Bozeman,Mathematics,101,124,100,118,96,115,38,105,107,118
20062251,Physical and Mathematical Sciences,Mathematics,New Mexico State University Main Campus,Mathematical Sciences,60,97,58,88,74,103,71,115,2,10
20064408,Physical and Mathematical Sciences,Mathematics,New York University,Mathematics,1,6,1,3,1,2,8,82,50,92
20041528,Physical and Mathematical Sciences,Mathematics,North Carolina State University,Mathematics,38,73,45,76,33,65,40,99,94,112
20031910,Physical and Mathematical Sciences,Mathematics,Northeastern University,Mathematics,48,81,56,85,52,78,18,89,124,127
20040370,Physical and Mathematical Sciences,Mathematics,Northern Illinois University,Mathematical Sciences,112,126,114,125,114,122,38,100,57,88
20068970,Physical and Mathematical Sciences,Mathematics,Northwestern University,Mathematics,29,58,31,62,28,65,6,56,56,88
20029142,Physical and Mathematical Sciences,Mathematics,Ohio State University Main Campus,Mathematics,20,49,48,76,44,73,78,115,33,74
20013831,Physical and Mathematical Sciences,Mathematics,Ohio University Main Campus,Mathematics,108,125,95,113,114,124,38,100,84,109
20018852,Physical and Mathematical Sciences,Mathematics,Oregon State University,Mathematics,90,116,108,123,79,106,123,126,88,107
20031554,Physical and Mathematical Sciences,Mathematics,Penn State University,Mathematics,4,12,5,14,5,23,17,79,9,35
20032566,Physical and Mathematical Sciences,Mathematics,Princeton University,Mathematics,1,6,1,2,1,3,1,12,39,78
20055954,Physical and Mathematical Sciences,Mathematics,Purdue University Main Campus,Mathematics,10,40,21,48,22,53,86,116,8,25
20041175,Physical and Mathematical Sciences,Mathematics,Rice University,Mathematics,30,61,56,84,53,84,52,104,93,112
20012638,Physical and Mathematical Sciences,Mathematics,Rutgers The State University of New Jersey New Brunswick Campus,Mathematics,15,45,15,41,12,35,16,81,55,90
20040503,Physical and Mathematical Sciences,Mathematics,Southern Illinois University Carbondale,Mathematics,105,123,91,111,115,125,13,86,5,22
20052724,Physical and Mathematical Sciences,Mathematics,Stanford University,Mathematics,2,7,2,5,2,6,2,26,37,79
20033675,Physical and Mathematical Sciences,Mathematics,State University of New York At Albany,Mathematics,105,124,110,124,106,120,103,122,117,122
20037516,Physical and Mathematical Sciences,Mathematics,State University of New York At Binghamton,Mathematical Science,59,86,70,96,83,110,8,55,16,41
20038609,Physical and Mathematical Sciences,Mathematics,State University of New York At Buffalo,Mathematics,101,121,111,122,107,116,84,117,10,33
20038256,Physical and Mathematical Sciences,Mathematics,State University of New York At Stony Brook,Mathematics,12,39,17,48,16,51,27,90,41,85
20037697,Physical and Mathematical Sciences,Mathematics,Stevens Institute of Technology,Mathematics,101,123,91,113,112,125,18,97,35,69
20022615,Physical and Mathematical Sciences,Mathematics,Syracuse University Main Campus,Mathematics,47,81,47,89,33,77,43,99,54,88
20042297,Physical and Mathematical Sciences,Mathematics,Temple University,Mathematics,82,108,75,101,77,107,7,67,17,45
20022068,Physical and Mathematical Sciences,Mathematics,Texas A & M University,Mathematics,13,45,21,55,10,41,85,114,27,63
20022864,Physical and Mathematical Sciences,Mathematics,Texas Tech University,Mathematics,78,110,80,105,103,121,2,37,34,66
20029692,Physical and Mathematical Sciences,Mathematics,Tufts University,Mathematics,72,107,84,104,85,107,58,116,13,37
20025861,Physical and Mathematical Sciences,Mathematics,Tulane University,Mathematics,116,127,106,124,82,113,111,123,37,71
20041793,Physical and Mathematical Sciences,Mathematics,University of Alabama,Mathematics,85,112,77,100,78,101,21,87,7,23
20034108,Physical and Mathematical Sciences,Mathematics,University of Arizona,Mathematics,24,53,21,48,17,47,24,93,74,99
20013695,Physical and Mathematical Sciences,Mathematics,University of Arkansas Main Campus,Mathematics,91,123,111,126,108,122,56,120,84,107
20061061,Physical and Mathematical Sciences,Mathematics,University of California-Berkeley,Mathematics,1,3,3,8,3,10,15,73,109,120
20067272,Physical and Mathematical Sciences,Mathematics,University of California-Davis,Mathematics,15,49,9,31,4,19,30,98,100,114
20049245,Physical and Mathematical Sciences,Mathematics,University of California-Irvine,Mathematics,28,62,12,37,4,18,102,119,61,90
20053451,Physical and Mathematical Sciences,Mathematics,University of California-Los Angeles,Mathematics,12,47,18,41,27,55,66,107,104,117
20048877,Physical and Mathematical Sciences,Mathematics,University of California-Riverside,Mathematics,66,102,84,110,71,107,52,108,89,107
20065685,Physical and Mathematical Sciences,Mathematics,University of California-San Diego,Mathematics,10,29,12,32,13,36,8,63,119,123
20070337,Physical and Mathematical Sciences,Mathematics,University of California-Santa Barbara,Mathematics,18,48,22,51,22,56,18,78,104,116
20023737,Physical and Mathematical Sciences,Mathematics,University of California-Santa Cruz,Mathematics,74,112,69,104,33,67,71,113,89,108
20014458,Physical and Mathematical Sciences,Mathematics,University of Chicago,Mathematics,16,50,32,58,44,75,16,79,92,113
20032155,Physical and Mathematical Sciences,Mathematics,University of Cincinnati Main Campus,Mathematical Sciences,74,106,97,115,89,112,111,126,8,26
20064042,Physical and Mathematical Sciences,Mathematics,University of Colorado At Boulder,Mathematics,80,106,112,125,89,115,117,124,117,122
20024147,Physical and Mathematical Sciences,Mathematics,University of Connecticut,Mathematics PhD,75,102,72,97,72,102,22,88,70,98
20012269,Physical and Mathematical Sciences,Mathematics,University of Delaware,Mathematics,18,59,12,41,8,35,47,102,16,44
20013255,Physical and Mathematical Sciences,Mathematics,University of Florida,Mathematics,34,72,46,80,33,66,54,109,26,61
20014814,Physical and Mathematical Sciences,Mathematics,University of Hawaii At Manoa,Mathematics,97,123,121,127,117,126,89,118,125,127
20019848,Physical and Mathematical Sciences,Mathematics,University of Georgia,Mathematics,48,80,63,91,71,98,21,90,37,73
20042611,Physical and Mathematical Sciences,Mathematics,University of Houston,Mathematics,53,92,39,70,43,72,2,46,2,12
20042941,Physical and Mathematical Sciences,Mathematics,University of Illinois At Chicago,Mathematics,14,46,26,59,29,69,44,99,11,33
20039145,Physical and Mathematical Sciences,Mathematics,University of Illinois At Urbana-Champaign,Mathematics,10,36,18,44,12,37,102,120,51,88
20020332,Physical and Mathematical Sciences,Mathematics,University of Iowa,Mathematics,47,78,46,71,62,86,11,75,31,60
20051220,Physical and Mathematical Sciences,Mathematics,University of Kansas,Mathematics,42,79,37,72,30,71,20,92,16,47
20028253,Physical and Mathematical Sciences,Mathematics,University of Kentucky,Mathematics,32,65,40,66,38,70,11,68,99,116
20012890,Physical and Mathematical Sciences,Mathematics,University of Louisiana At Lafayette,Mathematics,76,102,67,88,68,83,20,84,11,32
20050357,Physical and Mathematical Sciences,Mathematics,University of Maryland College Park,Mathematics,15,51,24,48,13,31,93,117,105,118
20048039,Physical and Mathematical Sciences,Mathematics,University of Massachusetts Amherst,Mathematics,35,66,16,46,9,34,25,94,84,106
20027898,Physical and Mathematical Sciences,Mathematics,University of Memphis,Mathematics,97,123,70,98,73,104,64,113,7,22
20050878,Physical and Mathematical Sciences,Mathematics,University of Miami,Mathematics,58,93,56,92,33,69,85,119,66,91
20035592,Physical and Mathematical Sciences,Mathematics,University of Michigan-Ann Arbor,Mathematics,3,9,5,12,4,15,8,62,56,87
20040066,Physical and Mathematical Sciences,Mathematics,University of Minnesota-Twin Cities,Mathematics,20,46,22,46,26,54,17,83,20,55
20062400,Physical and Mathematical Sciences,Mathematics,University of Mississippi,Mathematics,124,127,126,127,126,127,5,80,19,46
20025434,Physical and Mathematical Sciences,Mathematics,University of Missouri - Columbia,Mathematics,47,78,34,59,36,62,7,62,19,53
20068527,Physical and Mathematical Sciences,Mathematics,University of Missouri - Rolla,Mathematics,81,111,93,113,81,110,112,123,89,110
20017170,Physical and Mathematical Sciences,Mathematics,University of Nebraska - Lincoln,Mathematics,69,99,56,85,62,89,45,102,72,98
20050661,Physical and Mathematical Sciences,Mathematics,University of New Hampshire,Mathematics,85,119,53,88,64,90,19,101,1,5
20045391,Physical and Mathematical Sciences,Mathematics,University of North Carolina At Chapel Hill,Mathematics,44,81,36,68,40,75,16,89,23,59
20047373,Physical and Mathematical Sciences,Mathematics,University of North Texas,Mathematics,94,123,94,118,66,97,94,124,44,80
20035961,Physical and Mathematical Sciences,Mathematics,University of Notre Dame,Mathematics,18,50,12,34,14,42,5,60,57,88
20051738,Physical and Mathematical Sciences,Mathematics,University of Oklahoma Norman Campus,Mathematics,60,89,84,106,88,115,78,116,23,57
20043940,Physical and Mathematical Sciences,Mathematics,University of Oregon,Mathematics,44,77,36,63,31,62,45,105,123,125
20036999,Physical and Mathematical Sciences,Mathematics,University of Pennsylvania,Mathematics,18,45,29,56,36,68,9,60,68,101
20049818,Physical and Mathematical Sciences,Mathematics,University of Pittsburgh Pittsburgh Campus,Mathematics,19,48,41,67,35,64,45,108,34,72
20065054,Physical and Mathematical Sciences,Mathematics,University of Rhode Island,Mathematics,112,126,92,116,106,125,4,52,71,99
20069283,Physical and Mathematical Sciences,Mathematics,University of Rochester,Mathematics,31,86,27,76,11,57,58,120,32,70
20024891,Physical and Mathematical Sciences,Mathematics,University of South Florida,Mathematics,87,115,103,117,95,113,78,116,24,60
20067845,Physical and Mathematical Sciences,Mathematics,University of South Carolina Columbia,Mathematics,51,82,90,113,59,84,122,126,27,66
20068239,Physical and Mathematical Sciences,Mathematics,University of Southern California,Mathematics,55,94,43,78,30,68,23,93,124,127
20045896,Physical and Mathematical Sciences,Mathematics,University of Tennessee,Mathematics,31,60,36,59,41,65,23,87,71,97
20061676,Physical and Mathematical Sciences,Mathematics,University of Texas At Austin,Mathematics,10,34,10,29,9,28,21,84,118,125
20043542,Physical and Mathematical Sciences,Mathematics,University of Toledo,Mathematics,92,121,119,126,125,126,48,114,3,15
20047632,Physical and Mathematical Sciences,Mathematics,University of Utah,Mathematics,46,77,35,65,26,61,17,91,58,89
20027539,Physical and Mathematical Sciences,Mathematics,University of Vermont,Mathematical Sciences,72,112,72,110,49,77,64,111,77,104
20023313,Physical and Mathematical Sciences,Mathematics,University of Virginia,Mathematics,44,76,40,71,41,74,21,84,63,93
20059772,Physical and Mathematical Sciences,Mathematics,University of Washington,Mathematics,26,52,25,54,25,58,25,86,100,115
20030827,Physical and Mathematical Sciences,Mathematics,University of Wisconsin-Madison,Mathematics,7,16,7,18,7,21,20,77,70,99
